Link,Pattern String,Deceptive?
https://www.cettire.com/,,0
https://www.fashionnova.com/,Fashion Nova | Fashion Online For Women | Affordable Women's Clothing | Fashion Nova Skip to content women plus+curve men kids beauty Search Search Clear,0
https://www.gymshark.com/,Gymshark Official Store - Shop Gym Clothes & Workout Clothes Accessibility Statement Skip to content more account Accessibility Statement Help Email Sign Up Blog Store Selector dropdown,0
https://zanerobe.com/,ZANEROBE - Considered and contemporary men’s apparel Skip to content Menu Shop Shop By Category New Arrivals Pants Shorts Tees & Tanks Hoodies & Sweaters,0
https://colourpop.com/,ColourPop Cosmetics Skip to content ✈ FREE WORLDWIDE SHIPPING ON ALL ORDERS. 24 HOURS ONLY! ✈ Close announcement bar New New Arrivals Lost in Love Love Shop Twilight x ColourPop Chrome Creme Gel Liners,0
https://www.aloyoga.com/,"Alo Yoga | Yoga leggings, clothes, and accessories for studio to street Skip to content NEW SNEAKER DROP 💝 PUT IT IN PINK GOT A GIFT CARD? 🛍️ TIME FOR A LITTLE TREAT FREE SHIPPING ON ALL ORDERS GIVE 15% OFF 🤝 GET 15% OFF SHARE NOW Alo",0
https://kith.com/,Kith Skip to content Close Kith Logo Search our store Magnifying Glass Collections - + Kith Monday Program,0
https://www.jbhifi.com.au/,JB Hi-Fi - Australia's Largest Home Entertainment Retailer Warning Your browser version is unsupported. Please update for best experience. Dismiss New Samsung Galaxy S24 now available for pre-order New Samsung Galaxy S24 now available for pre-order Seen it cheaper? Ask for a JB Deal.,0
https://mnml.la/,mnml - modern simplicity in available credit Go Back Shop Instagram Rewards Student Discount Track Order Contact Shipping Returns & Exchanges,0
https://www.nativeunion.com/,"Tech Accessories Reimagined | Native Union Skip to content Free Worldwide Shipping on All Orders Over 
               USD $69 CASES & CARRY iPHONE CASES iPhone 15 Series iPhone 14 Series iPhone 13 Series iPhone 12 Series Browse All >>",0
https://usatuan.com/,"美国团购网
 – 美国团购网USAtuan.com 跳到内容 购物满$69.99免运费，折扣码：USATUAN 自取有额外折扣 首页 所有商品 日用百货 营养保健 母婴用品 个护保养",0
https://www.staples.ca/,,0
https://www.missoma.com/,Missoma | Recycled Gold and Silver Demi-Fine Jewellery FREE UK SHIPPING & RETURNS > SIGN UP FOR 10% OFF YOUR FIRST ORDER > FREE UK SHIPPING & RETURNS > SIGN UP FOR 10% OFF YOUR FIRST ORDER > FREE UK SHIPPING & RETURNS > SIGN UP FOR 10% OFF YOUR FIRST ORDER > FREE UK SHIPPING & RETURNS > SIGN UP FOR 10% OFF YOUR FIRST ORDER > FREE UK SHIPPING & RETURNS >,0
https://www.omaze.com/,"Omaze Winners About Us A MESSAGE FROM OMAZE FOUNDER AND CEO, MATT POHLSON As of January 28 2023, we’re changing the way we do things. In order to have the biggest impact for our charity partners, worldwide, we’re simplifying the experiences we offer. While we reflect on how to do this effectively in the US, we will not be adding new experiences to omaze.com. To be the first to hear about our exciting new experiences when they launch, make sure you follow us on Facebook and Instagram. And remember, if you’re based in the UK, you can head on over to omaze.co.uk now, and check out our live draws. We will, of course, honor all of the US experiences that have already been won, as well as the donations to our charity partners, which, to date total: $160M to charities worldwide. When we started Omaze in 2012, I never could have imagined the huge impact our community would have on the world. As we take this opportunity to reflect on how we can increase our global impact, I will never forget that this is where it all began. Our donors in the US have made countless dreams come true. You have changed lives. And I look forward to opening the next chapter on this incredible journey with you. We will be back.",0
https://www.mclabels.com/,,0
https://outofthesandbox.com/,Shopify Themes from Out of the Sandbox Menu 0 Theme Updater Plus Shopify Themes Turbo Theme Flex Theme Superstore Theme Retina Theme Parallax Theme,0
https://www.giuliofashion.com/,,0
https://www.boat-lifestyle.com/,"Buy Earbuds, Headphones, Earphones at India’s No.1 Earwear Brand: boAt Open Modal × Skip to content Ready, set, game with Immortal 201 . Experience BEAST™️ Mode excellence @ ₹1299, buy now! Categories boAt Personalisation Gift with boAt",0
https://www.vqfit.com/,Vanquish Fitness - Active Streetwear Skip to content Previous JEREMY BUENDIA X VQ BOARD SHORTS HAVE DROPPED! - BE THE FIRST TO SHOP NEW WOMEN'S REJUVENATE COLLECTION IS LIVE WITH 4 FRESH COLOURS NEW: MEN'S UTILITY + WOMEN'S RESTORE,0
https://www.allbirds.com/,Sustainable Shoes & Clothing | The Most Comfortable Shoes in The World | Allbirds Help 1-888-963-8944 1-814-251-9966 (Text) help@allbirds.com Returns/Exchanges FAQ/Contact Us Afterpay Shop Men's Shoes,0
https://deodap.com/,"Deodap Skip to content Menu All categories ------ Baby Products Bags, Wallets and Luggage Car & Motorbike Clothing & Accessories Computers & Accessories",0
https://www.puravidabracelets.com/,Pura Vida Bracelets®: Founded in Costa Rica - Handmade Bracelets Skip to main content Free Shipping on all orders $40 + Shop the New Valentine’s Day Collection Search New Arrivals Trending Shop All,0
https://craftdlondon.com/,"Men's Jewelry | Chains, Pendants, Bracelets, Rings | CRAFTD London Skip to content contact us Fast shipping from the USA FAQs CRAFTD.com Open navigation menu USD $ Country Afghanistan (USD $)",0
https://shopshashi.com/,"S H A S H I || Official Site
– SHOP SHASHI Skip to content Cart $0.00 (0) New Arrivals Shop All Beaded Classic Essentials Pearls",0
https://fab.com/,Fab | A Digital Asset Marketplace for Content Creators Español (Spain) Español (LATAM) Français (French) 한국어 (Korean) 日本語 (Japanese) Português (Brasil) Deutsch (German) Support Build,0
https://colourpop.com/,ColourPop Cosmetics Skip to content ✈ FREE WORLDWIDE SHIPPING ON ALL ORDERS. 24 HOURS ONLY! ✈ Close announcement bar New New Arrivals Lost in Love Love Shop Twilight x ColourPop Chrome Creme Gel Liners,0
https://jeffreestarcosmetics.com/,Jeffree Star Cosmetics Free Domestic Shipping now ONLY $50 to activate Free Domestic Shipping now ONLY $50 to activate Shop Wake Your Ass Up! ☕️ Skincare Iconic Deals My Account Contact Us Store Locator,0
https://www.fashionnova.com/,Fashion Nova | Fashion Online For Women | Affordable Women's Clothing | Fashion Nova Skip to content women plus+curve men kids beauty Search Search Clear,0
https://www.reddressboutique.com/,"Discover Your Style with Red Dress Boutique: Trendy Women's Fashion {""id"":"""", ""email"":"""",""default_address"":null,""first_name"":"""",""last_name"":"""",""name"":"""" } {""domain"":""reddressboutique.myshopify.com"" } search Add Search Query New Today What's New New Today New Today As Seen On Social",0
https://www.gymshark.com/,Gymshark Official Store - Shop Gym Clothes & Workout Clothes Accessibility Statement Skip to content more account Accessibility Statement Help Email Sign Up Blog Store Selector dropdown,0
https://www.cupshe.com/,"Cupshe.com - Swimsuits & Fashion Online For Women Hi, Sunchaser pts Cupshe Club My Rewards Daily Check in My Message My Orders My Profile Return History",0
https://www.omaze.com/,"Omaze Winners About Us A MESSAGE FROM OMAZE FOUNDER AND CEO, MATT POHLSON As of January 28 2023, we’re changing the way we do things. In order to have the biggest impact for our charity partners, worldwide, we’re simplifying the experiences we offer. While we reflect on how to do this effectively in the US, we will not be adding new experiences to omaze.com. To be the first to hear about our exciting new experiences when they launch, make sure you follow us on Facebook and Instagram. And remember, if you’re based in the UK, you can head on over to omaze.co.uk now, and check out our live draws. We will, of course, honor all of the US experiences that have already been won, as well as the donations to our charity partners, which, to date total: $160M to charities worldwide. When we started Omaze in 2012, I never could have imagined the huge impact our community would have on the world. As we take this opportunity to reflect on how we can increase our global impact, I will never forget that this is where it all began. Our donors in the US have made countless dreams come true. You have changed lives. And I look forward to opening the next chapter on this incredible journey with you. We will be back.",0
https://mnml.la/,mnml - modern simplicity in available credit Go Back Shop Instagram Rewards Student Discount Track Order Contact Shipping Returns & Exchanges,0
https://yeezysupply.com/,,0
https://kith.com/,Kith Skip to content Close Kith Logo Search our store Magnifying Glass Collections - + Kith Monday Program,0
https://www.fangamer.com/,"Fangamer - Video game shirts, plushes, books, and more. Skip to Content Open main menu Fangamer Fangamer Catalog Collections Help Login Search",0
https://www.allbirds.com/,Sustainable Shoes & Clothing | The Most Comfortable Shoes in The World | Allbirds Help 1-888-963-8944 1-814-251-9966 (Text) help@allbirds.com Returns/Exchanges FAQ/Contact Us Afterpay Shop Men's Shoes,0
https://www.bulletproof.com/,,0
https://www.decathlon.com/,Decathlon | Move people through the wonders of sport | Decathlon Skip to content Adventure On New Year Clearance Up To 60% OFF! Free Shipping | Click & Collect Sign In Free shipping over $35 Sign In New account Adventure On,0
https://www.cettire.com/,,0
https://untilgone.com/,UntilGone.com Skip to Main Content Financing now available learn more Free Shipping over $25 You're covered! Stress-free guarantee Menu Navbar Search Input,0
https://www.inspireuplift.com/,"Inspire Uplift - Fun, Practical & Inspiring Products! Deliver to shop Deliver to 70k+ Customer Reviews 24/7 Help Sell Log In/Sign Up",0
https://www.citiesocial.com/,citiesocial-找好東西-找好禮物、送禮、購物、買東西，優選家居、科技、樂活精品 | citiesocial | 找好東西 0 我的購物車 您還沒有加入商品到購物車中 開始逛逛 新春活動開跑🧨 精選春節主題專區，全站滿額最高再折 500元🔥 每月好禮免費抽 我的收藏 訂單查詢 帳號管理,0
https://loreta.com.au/,"LORETA - Clothing, Swimwear & Evening Wear ORDER BEFORE 5PM AEST & RECEIVE NEXT BUSINESS DAY - PayPal, Zip Pay & AFTERPAY -BUY NOW, PAY LATER Shop Now AUD EUR GBP USD JPY The store's currency changed to Shopping Cart",0
https://www.stevemadden.com/,"Steve Madden® Official Site | Free Shipping on orders $50+ Skip to header Skip to menu Skip to content Skip to footer Shop Now, Pay Later with Afterpay or Klarna. New Arrivals Sign In or Join Now",0
https://www.beeinspiredclothing.com/,Bee Inspired | To Achieve More Than You Ever Thought Possible. Bee Inspired | To Achieve More Than You Ever Thought Possible. New Releases Now Live Sale Clothing Footwear Gift Cards Blog REWARDS GBP (£),0
https://www.fleshlight.com/,Fleshlight® | The Male Sex Toy for the Man Who's Seen It All Skip to content Your cart is empty Continue shopping Have an account? Log in to check out faster. accessories accessories Your cart,0
https://usatuan.com/,"美国团购网
 – 美国团购网USAtuan.com 跳到内容 购物满$69.99免运费，折扣码：USATUAN 自取有额外折扣 首页 所有商品 日用百货 营养保健 母婴用品 个护保养",0
https://www.ripndipclothing.com/,"Official Ripndip - Apparel, Accessories, Skate, & Lord Nermal
– RIPNDIP Please ensure Javascript is enabled for purposes of website accessibility Please ensure Javascript is enabled for purposes of website accessibility Skip to content Close menu HOLIDAY 23 SNOW GEAR Apparel",0
https://www.bohme.com/,Bohme | Shop Our Curated Collections of Unique & High Quality Clothing | böhme Skip to content Free Shipping Over $100 For U.S. Orders! Get an extra 40% off all clearance with code CLEARANCE40 New Arrivals CLEARANCE Winter Sale Featured Favorites New Arrivals,0
https://bungiestore.com/,"Bungie Store The store will not work correctly in the case when cookies are disabled. JavaScript seems to be disabled in your browser. For the best experience on our site, be sure to turn on Javascript in your browser. Welcome to the new Bungie Store, which is in beta mode July 1 – July 6. We’re open! Please share any issues, questions or comments Here For EU & UK Residents, eu.bungiestore.com is available now for faster shipping! Welcome! Customers with a Bungie Store account prior to July 20, 2021 need to reset their password before accessing their account. Reset Password When you shop at the Bungie Store, you are helping to support the Bungie Foundation!",0
https://www.peakdesign.com/,Bags + Camera Gear | Peak Design Official Site Bags Camera Gear Mobile Pre-Owned Gift Cards Shop All Bags Everyday Bags Backpack,0
https://kbdfans.com/,"KBDfans
    
    
    
      – KBDfans® Mechanical Keyboards Store Skip to content Join our KBDfans Discord community server! Search Search Search our store Close search Search Search Search our store",0
https://sokoglam.com/,"Soko Glam - Korean Skin Care, Beauty & Makeup Products 0 0 Skip to main Receive a FREE Travel-Size Benton Snail Bee Ultimate Serum With Any $75 Purchase Book a Consultation With Our Skincare Concierge  And Get A 20% off discount code Free standard shipping on all U.S orders of $35+, Free International Shipping on Orders $60*+ Shop All Start Here Shop All",0
https://www.bajaao.com/,"Buy Musical Instruments & Audio Equipment Online in India at Bajaao Browse Close menu Cart ""Close Cart"" ""Close Cart"" ""Close Cart"" Make your purchase using any Credit or Debt card EMI and Bajaao will return the total interest charged, as Cashback to your bajaao wallet. CREDIT CARD EMI PLANS EMI OPTIONS THROUGH UPI / DEBIT CARDS",0
https://theyetee.com/,The Yetee Time remaining: 00:00:00 See today's daily items! Account Login Forgot password? Log in Don't have an account with us yet? Create one now! 0,0
https://us.mavi.com/,Mavi Jeans | Sustainably Made Denim & Apparel FREE SHIPPING & RETURNS ON ORDERS $75+ FURTHER MARKDOWNS TO SALE | UP TO 50% OFF 1 / of 2 Search... Hit 'enter' to search Suggested searches,0
https://www.culturekings.com.au/,Culture Kings - Streetwear Clothing & Sneakers Online Close menu Mens Womens Kids Sale New Arrivals Trending Upcoming Releases Tops,0
https://bettersnatch.com/,,0
https://www.quickmobilefix.com/,,0
https://www.outdoorvoices.com/,Outdoor Voices — Technical Apparel for Recreation Skip to main content Open Mobile Menu Icon Close Mobile Menu Icon Women Men Outdoor Voices Logo Magnifier Search Icon Account Icon Heart Icon,0
https://www.chubbiesshorts.com/,Chubbies Shorts - Proper Length Men's Shorts & So Much More ðºð¸ Rewards ð Our Stores Help Featured Shorts Pants Swim Tops,0
https://bombas.com/,Bombas Skip to content,0
https://shopmrbeast.com/,"MrBeast.Store | The ONLY Official Merch Store for MrBeast in the world
 – MrBeast.store Skip to content DEALZ NEW BEAST ACTIVE BEAST ORIGINALS TOPS BOTTOMS KIDS FEASTABLES",0
https://teefury.com/,The Daily Exclusive | TeeFury MY CART X Skip to content $5 OFF GAMING ENDS IN Use Code: GAMING at checkout Shop now! FREE US SHIPPING on orders over $70 MAG_GLASS TF,0
https://www.manscaped.com/,,0
https://halobeauty.com/,"HALO BEAUTY VITAMINS by TATI WESTBROOK – Halo Beauty Partners,  LLC arrow-right cart Artboard 1 chevron-down chevron-left chevron-right chevron-up close menu",0
https://bdgastore.com/,Bodega Skip to content Your cart is empty Continue shopping Have an account? Log in to check out faster. cart ( 00,0
https://www.vicicollection.com/,VICI | Women's Online Boutique: Trendy & Cute Fashion TODAY ONLY! EXTRA 40% OFF SALE USE CODE: 40SALE VICI x Madison LeCroy collection is here! SHOP NOW 20% Off Select New Spring Arrivals!* CODE: JAN20 FREE RETURNS & EXCHANGES | INSTANT STORE CREDIT LEARN MORE FREE SHIPPING ON ORDERS OF $50 OR MORE!,0
https://www.morphe.com/,"Morphe | Eyeshadow Palettes, Lip Colors, Makeup Brushes & More Map of Australia Map of Canada Map of European Union United States United Kingdom Your Bag Close × WE THINK YOU'LL ALSO LOVE THESE",0
https://www.puravidabracelets.com/,Pura Vida Bracelets®: Founded in Costa Rica - Handmade Bracelets Skip to main content Free Shipping on all orders $40 + Shop the New Valentine’s Day Collection Search New Arrivals Trending Shop All,0
https://www.deadstock.ca/,"Livestock | Stock is high. You've got the last one! There's only 1 unit available in this size and additional units cannot be added. Your cart is currently empty. Subtotal Shipping, taxes, and discounts calculated at checkout. View Cart Checkout Ready for 2024: New Goldwin, 4YE & thisisneverthat have arrived. Shop now. features",0
https://www.blacktailor.store/,BLACKTAILOR | Cargo Pants & Streetwear Skip to content FREE EXPRESS SHIPPING OVER $100 USD 30% OFF BUNDLE 3 OR MORE CORE PIECES SHOP SHOP NEW ARRIVALS BEST SELLERS CORE EXPERIMENTAL,0
https://www.wearfigs.com/,"FIGS Scrubs Official Site - Medical Uniforms & Apparel Skip to content Your browser is out-of-date. To get the best experience using our site, you’ll need to update to a newer browser. Chrome Firefox Opera Safari 0 results FREE SHIPPING FOR $50+ ORDERS AND FREE RETURNS",0
https://www.aloyoga.com/,"Alo Yoga | Yoga leggings, clothes, and accessories for studio to street Skip to content NEW SNEAKER DROP 💝 PUT IT IN PINK GOT A GIFT CARD? 🛍️ TIME FOR A LITTLE TREAT FREE SHIPPING ON ALL ORDERS GIVE 15% OFF 🤝 GET 15% OFF SHARE NOW Alo",0
https://thepihut.com/,The Ultimate Raspberry Pi & Maker Store– The Pi Hut Skip to content Navigation The Pi Hut No results found Currency GBP Country/region GBP USD,0
https://www.headphonezone.in/,Headphone Zone: Rediscover Music at India's #1 Audiophile Store Skip to content Open navigation menu Open search Categories In-Ears Headphones Wireless DACs & Amps Hi-Res Audio Players,0
https://fanjoy.co/,"Official Merchandise From Your Favorite Creators – Fanjoy SHOP NEW ARRIVALS New Arrivals Sale Shop By See more ""Close Cart"" Best Sellers Mystery Items Under $10",0
